source_mat_id_orig,samp_description,tax_id,scientific_name,investigation_type,env_material,collection_date,sampling_event,sampl_person,sampl_person_orcid,tidal_stage,noteworthy_env_cond,depth,replicate,samp_size_vol,time_fi,size_frac,size_frac_low,size_frac_up,membr_cut,samp_collect_device,samp_mat_process,samp_mat_process_dev,samp_store_date,samp_store_loc,samp_store_temp,store_person,store_person_orcid,other_person,other_person_orcid,long_store,ship_date,arr_date_hq,store_temp_hq,ship_date_seq,arr_date_seq,failure,failure_comment,ENA_accession_number_sample,source_mat_id
EMO BON UMF Wa 221201 3um (3),EMOBON metagenome water sample from station UMF collected on 2022-12-01 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2022-12-01 00:00:00,UMF_Wa_221201,Annie Marie Cox,,no_tide,,1,3,5,1,3-200,3,200,Y,Niskin,WaSOP1,vacuum pump,2022-12-01 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_37
EMO BON UMF Wa 221201 3um (4),EMOBON metagenome water sample from station UMF collected on 2022-12-01 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2022-12-01 00:00:00,UMF_Wa_221201,Annie Marie Cox,,no_tide,,1,4,5,1,3-200,3,200,Y,Niskin,WaSOP1,vacuum pump,2022-12-01 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_38
EMO BON UMF Wa 221201 0.2um (1),EMOBON metagenome water sample from station UMF collected on 2022-12-01 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2022-12-01 00:00:00,UMF_Wa_221201,Annie Marie Cox,,no_tide,,1,1,3.92,1,0.2-3,0.2,3,Y,Niskin,WaSOP1,vacuum pump,2022-12-01 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,N,2023-06-12 00:00:00,2023-06-14 00:00:00,-70,,,NA,NA,NA,EMOBON_UMF_Wa_39
EMO BON UMF Wa 221201 0.2um (2),EMOBON metagenome water sample from station UMF collected on 2022-12-01 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2022-12-01 00:00:00,UMF_Wa_221201,Annie Marie Cox,,no_tide,,1,2,3.92,1,0.2-3,0.2,3,Y,Niskin,WaSOP1,vacuum pump,2022-12-01 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,N,2023-06-12 00:00:00,2023-06-14 00:00:00,-70,,,NA,NA,NA,EMOBON_UMF_Wa_40
EMO BON UMF Wa 221201 0.2um (3),EMOBON metagenome water sample from station UMF collected on 2022-12-01 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2022-12-01 00:00:00,UMF_Wa_221201,Annie Marie Cox,,no_tide,,1,3,3.7,1,0.2-3,0.2,3,Y,Niskin,WaSOP1,vacuum pump,2022-12-01 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_41
EMO BON UMF Wa 221201 0.2um (4),EMOBON metagenome water sample from station UMF collected on 2022-12-01 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2022-12-01 00:00:00,UMF_Wa_221201,Annie Marie Cox,,no_tide,,1,4,3.7,1,0.2-3,0.2,3,Y,Niskin,WaSOP1,vacuum pump,2022-12-01 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_42
EMO BON UMF Wa 221201 3um (Blank),EMOBON metagenome water sample from station UMF collected on 2022-12-01 size fraction 3-200um,256318,metagenome,metagenome,marine water body [ENVO:00001999],2022-12-01 00:00:00,UMF_Wa_221201,Annie Marie Cox,,no_tide,,NA,blank_1,5,0,3-200,3,200,N,NA,WaSOP1,vacuum pump,2022-12-01 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_43
EMO BON UMF Wa 221201 0.22um (Blank),EMOBON metagenome water sample from station UMF collected on 2022-12-01 size fraction 0.2-3um,256318,metagenome,metagenome,marine water body [ENVO:00001999],2022-12-01 00:00:00,UMF_Wa_221201,Annie Marie Cox,,no_tide,,NA,blank_1,5,0,0.2-3,0.2,3,N,NA,WaSOP1,vacuum pump,2022-12-01 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_44
EMO BON UMF Wa 221201 10um (1),EMOBON metagenome water sample from station UMF collected on 2022-12-01 size fraction 10-20um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2022-12-01 00:00:00,UMF_Wa_221201,Annie Marie Cox,,no_tide,,,1,0.25,2,10-20,10,2000,N,plankton net ,WaSOP2,"net haul, 1-10 m, diluted with water from 1m",2022-12-01 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_45
EMO BON UMF Wa 221201 10um (2),EMOBON metagenome water sample from station UMF collected on 2022-12-01 size fraction 10-20um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2022-12-01 00:00:00,UMF_Wa_221201,Annie Marie Cox,,no_tide,,,2,0.25,2,10-20,10,2000,N,plankton net ,WaSOP2,"net haul, 1-10 m, diluted with water from 1m",2022-12-01 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_46
EMO BON UMF Wa 221201 10um (3),EMOBON metagenome water sample from station UMF collected on 2022-12-01 size fraction 10-20um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2022-12-01 00:00:00,UMF_Wa_221201,Annie Marie Cox,,no_tide,,,3,0.25,2,10-20,10,2000,N,plankton net ,WaSOP2,"net haul, 1-10 m, diluted with water from 1m",2022-12-01 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_47
EMO BON UMF Wa 221201 10um (4),EMOBON metagenome water sample from station UMF collected on 2022-12-01 size fraction 10-20um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2022-12-01 00:00:00,UMF_Wa_221201,Annie Marie Cox,,no_tide,,,4,0.25,2,10-20,10,2000,N,plankton net ,WaSOP2,"net haul (10 µm), 1-10 m, diluted with water from 1m",2022-12-01 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_48
EMO BON UMF Wa 221201 10um (blank),EMOBON metagenome water sample from station UMF collected on 2022-12-01 size fraction 10-20um,256318,metagenome,metagenome,marine water body [ENVO:00001999],2022-12-01 00:00:00,UMF_Wa_221201,Annie Marie Cox,,no_tide,,,blank_1,0.25,0,10-20,10,2000,N,plankton net ,WaSOP2,mq,2022-12-01 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_49
EMO BON UMF Wa 230228 3um (1),EMOBON metagenome water sample from station UMF collected on 2023-02-28 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-02-28 00:00:00,UMF_Wa_230228,Annie Marie Cox,,no_tide,,1,1,5,1,3-200,3,200,Y,Niskin,WaSOP1,vacuum pump,2023-02-28 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,N,2023-06-12 00:00:00,2023-06-14 00:00:00,-70,,,NA,NA,NA,EMOBON_UMF_Wa_50
EMO BON UMF Wa 230228 3um (2),EMOBON metagenome water sample from station UMF collected on 2023-02-28 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-02-28 00:00:00,UMF_Wa_230228,Annie Marie Cox,,no_tide,,1,2,5,1,3-200,3,200,Y,Niskin,WaSOP1,vacuum pump,2023-02-28 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,N,2023-06-12 00:00:00,2023-06-14 00:00:00,-70,,,NA,NA,NA,EMOBON_UMF_Wa_51
EMO BON UMF Wa 230228 3um (3),EMOBON metagenome water sample from station UMF collected on 2023-02-28 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-02-28 00:00:00,UMF_Wa_230228,Annie Marie Cox,,no_tide,,1,3,5,1,3-200,3,200,Y,Niskin,WaSOP1,vacuum pump,2023-02-28 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_52
EMO BON UMF Wa 230228 3um (4),EMOBON metagenome water sample from station UMF collected on 2023-02-28 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-02-28 00:00:00,UMF_Wa_230228,Annie Marie Cox,,no_tide,,1,4,5,1,3-200,3,200,Y,Niskin,WaSOP1,vacuum pump,2023-02-28 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_53
EMO BON UMF Wa 230228 0.2um (1),EMOBON metagenome water sample from station UMF collected on 2023-02-28 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-02-28 00:00:00,UMF_Wa_230228,Annie Marie Cox,,no_tide,,1,1,5,1,0.2-3,0.2,3,Y,Niskin,WaSOP1,vacuum pump,2023-02-28 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,N,2023-06-12 00:00:00,2023-06-14 00:00:00,-70,,,NA,NA,NA,EMOBON_UMF_Wa_54
EMO BON UMF Wa 230228 0.2um (2),EMOBON metagenome water sample from station UMF collected on 2023-02-28 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-02-28 00:00:00,UMF_Wa_230228,Annie Marie Cox,,no_tide,,1,2,5,1,0.2-3,0.2,3,Y,Niskin,WaSOP1,vacuum pump,2023-02-28 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,N,2023-06-12 00:00:00,2023-06-14 00:00:00,-70,,,NA,NA,NA,EMOBON_UMF_Wa_55
EMO BON UMF Wa 230228 0.2um (3),EMOBON metagenome water sample from station UMF collected on 2023-02-28 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-02-28 00:00:00,UMF_Wa_230228,Annie Marie Cox,,no_tide,,1,3,5,1,0.2-3,0.2,3,Y,Niskin,WaSOP1,vacuum pump,2023-02-28 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_56
EMO BON UMF Wa 230228 0.2um (4),EMOBON metagenome water sample from station UMF collected on 2023-02-28 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-02-28 00:00:00,UMF_Wa_230228,Annie Marie Cox,,no_tide,,1,4,5,1,0.2-3,0.2,3,Y,Niskin,WaSOP1,vacuum pump,2023-02-28 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_57
EMO BON UMF Wa 230228 3um (Blank),EMOBON metagenome water sample from station UMF collected on 2023-02-28 size fraction 3-200um,256318,metagenome,metagenome,marine water body [ENVO:00001999],2023-02-28 00:00:00,UMF_Wa_230228,Annie Marie Cox,,no_tide,,NA,blank_1,5,0,3-200,3,200,N,NA,WaSOP1,vacuum pump,2023-02-28 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_58
EMO BON UMF Wa 230228 0.22um (Blank),EMOBON metagenome water sample from station UMF collected on 2023-02-28 size fraction 0.2-3um,256318,metagenome,metagenome,marine water body [ENVO:00001999],2023-02-28 00:00:00,UMF_Wa_230228,Annie Marie Cox,,no_tide,,NA,blank_1,5,0,0.2-3,0.2,3,N,NA,WaSOP1,vacuum pump,2023-02-28 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_59
EMO BON UMF Wa 230228 10um (1),EMOBON metagenome water sample from station UMF collected on 2023-02-28 size fraction 10-20um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-02-28 00:00:00,UMF_Wa_230228,Annie Marie Cox,,no_tide,,,1,0.25,2,10-20,10,2000,N,plankton net ,WaSOP2,"hose, 1-10 m, diluted with water from 1m",2023-02-28 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_60
EMO BON UMF Wa 230228 10um (2),EMOBON metagenome water sample from station UMF collected on 2023-02-28 size fraction 10-20um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-02-28 00:00:00,UMF_Wa_230228,Annie Marie Cox,,no_tide,,,2,0.25,2,10-20,10,2000,N,plankton net ,WaSOP2,"hose, 1-10 m, diluted with water from 1m",2023-02-28 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_61
EMO BON UMF Wa 230228 10um (3),EMOBON metagenome water sample from station UMF collected on 2023-02-28 size fraction 10-20um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-02-28 00:00:00,UMF_Wa_230228,Annie Marie Cox,,no_tide,,,3,0.25,2,10-20,10,2000,N,plankton net ,WaSOP2,"hose, 1-10 m, diluted with water from 1m",2023-02-28 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_62
EMO BON UMF Wa 230228 10um (4),EMOBON metagenome water sample from station UMF collected on 2023-02-28 size fraction 10-20um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-02-28 00:00:00,UMF_Wa_230228,Annie Marie Cox,,no_tide,,,4,0.23,2,10-20,10,2000,N,plankton net ,WaSOP2,"hose, 1-10 m, diluted with water from 1m",2023-02-28 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_63
EMO BON UMF Wa 230228 10um (blank),EMOBON metagenome water sample from station UMF collected on 2023-02-28 size fraction 10-20um,256318,metagenome,metagenome,marine water body [ENVO:00001999],2023-02-28 00:00:00,UMF_Wa_230228,Annie Marie Cox,,no_tide,,,blank_1,0.25,0,10-20,10,2000,N,plankton net ,WaSOP2,mq,2023-02-28 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_64
EMO BON UMF Wa 230412 3um (1),EMOBON metagenome water sample from station UMF collected on 2023-04-12 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-04-12 00:00:00,UMF_Wa_230412,Annie Marie Cox,,no_tide,,1,1,5,1,3-200,3,200,Y,Ruttner,WaSOP1,vacuum pump,2023-04-12 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_65
EMO BON UMF Wa 230412 3um (2),EMOBON metagenome water sample from station UMF collected on 2023-04-12 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-04-12 00:00:00,UMF_Wa_230412,Annie Marie Cox,,no_tide,,1,2,5,1,3-200,3,200,Y,Ruttner,WaSOP1,vacuum pump,2023-04-12 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_66
EMO BON UMF Wa 230412 3um (3),EMOBON metagenome water sample from station UMF collected on 2023-04-12 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-04-12 00:00:00,UMF_Wa_230412,Annie Marie Cox,,no_tide,,1,3,5,3,3-200,3,200,Y,Ruttner,WaSOP1,vacuum pump,2023-04-12 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,Y,2023-06-12 00:00:00,2023-06-14 00:00:00,-70,,,NA,NA,NA,EMOBON_UMF_Wa_67
EMO BON UMF Wa 230412 3um (4),EMOBON metagenome water sample from station UMF collected on 2023-04-12 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-04-12 00:00:00,UMF_Wa_230412,Annie Marie Cox,,no_tide,,1,4,5,3,3-200,3,200,Y,Ruttner,WaSOP1,vacuum pump,2023-04-12 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,Y,2023-06-12 00:00:00,2023-06-14 00:00:00,-70,,,NA,NA,NA,EMOBON_UMF_Wa_68
EMO BON UMF Wa 230412 0.2um (1),EMOBON metagenome water sample from station UMF collected on 2023-04-12 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-04-12 00:00:00,UMF_Wa_230412,Annie Marie Cox,,no_tide,,1,1,3.39,1,0.2-3,0.2,3,Y,Ruttner,WaSOP1,vacuum pump,2023-04-12 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,N,2023-06-12 00:00:00,2023-06-14 00:00:00,-70,,,NA,NA,NA,EMOBON_UMF_Wa_69
EMO BON UMF Wa 230412 0.2um (2),EMOBON metagenome water sample from station UMF collected on 2023-04-12 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-04-12 00:00:00,UMF_Wa_230412,Annie Marie Cox,,no_tide,,1,2,3.39,1,0.2-3,0.2,3,Y,Ruttner,WaSOP1,vacuum pump,2023-04-12 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,N,2023-06-12 00:00:00,2023-06-14 00:00:00,-70,,,NA,NA,NA,EMOBON_UMF_Wa_70
EMO BON UMF Wa 230412 0.2um (3),EMOBON metagenome water sample from station UMF collected on 2023-04-12 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-04-12 00:00:00,UMF_Wa_230412,Annie Marie Cox,,no_tide,,1,3,3.89,3,0.2-3,0.2,3,Y,Ruttner,WaSOP1,vacuum pump,2023-04-12 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_71
EMO BON UMF Wa 230412 0.2um (4),EMOBON metagenome water sample from station UMF collected on 2023-04-12 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-04-12 00:00:00,UMF_Wa_230412,Annie Marie Cox,,no_tide,,1,4,3.89,3,0.2-3,0.2,3,Y,Ruttner,WaSOP1,vacuum pump,2023-04-12 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_72
EMO BON UMF Wa 230412 3um (Blank),EMOBON metagenome water sample from station UMF collected on 2023-04-12 size fraction 3-200um,256318,metagenome,metagenome,marine water body [ENVO:00001999],2023-04-12 00:00:00,UMF_Wa_230412,Annie Marie Cox,,no_tide,,NA,blank_1,5,0,3-200,3,200,N,NA,WaSOP1,vacuum pump,2023-04-12 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,N,2023-06-12 00:00:00,2023-06-14 00:00:00,-70,,,NA,NA,NA,EMOBON_UMF_Wa_73
EMO BON UMF Wa 230412 0.22um (Blank),EMOBON metagenome water sample from station UMF collected on 2023-04-12 size fraction 0.2-3um,256318,metagenome,metagenome,marine water body [ENVO:00001999],2023-04-12 00:00:00,UMF_Wa_230412,Annie Marie Cox,,no_tide,,NA,blank_1,5,0,0.2-3,0.2,3,N,NA,WaSOP1,vacuum pump,2023-04-12 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,N,2023-06-12 00:00:00,2023-06-14 00:00:00,-70,,,NA,NA,NA,EMOBON_UMF_Wa_74
EMO BON UMF Wa 230412 10um (1),EMOBON metagenome water sample from station UMF collected on 2023-04-12 size fraction 10-20um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2023-04-12 00:00:00,UMF_Wa_230412,Annie Marie Cox,,no_tide,,,1,0.25,3,10-20,10,2000,N,plankton net ,WaSOP2,"net haul, 1-10 m, diluted with water from 1m",2023-04-12 00:00:00,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_75
